source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
PONATINIB,0,EUPLADR_TO_STANDARD,PONATINIB,43013182,RxNorm,1970-01-01,2099-12-31,
ASENAPINE,0,EUPLADR_TO_STANDARD,ASENAPINE,40164052,RxNorm,1970-01-01,2099-12-31,
TELMISARTAN,0,EUPLADR_TO_STANDARD,TELMISARTAN,1317640,RxNorm,1970-01-01,2099-12-31,
COLLAGENASE,0,EUPLADR_TO_STANDARD,COLLAGENASE,980311,RxNorm,1970-01-01,2099-12-31,
"GLYCOPYRRONIUM, INDACATEROL",0,EUPLADR_TO_STANDARD,"GLYCOPYRRONIUM, INDACATEROL",45775571,RxNorm,1970-01-01,2099-12-31,
"EFAVIRENZ, EMTRICITABINE, TENOFOVIR",0,EUPLADR_TO_STANDARD,"EFAVIRENZ, EMTRICITABINE, TENOFOVIR",1738135,RxNorm,1970-01-01,2099-12-31,
POSACONAZOLE,0,EUPLADR_TO_STANDARD,POSACONAZOLE,1704139,RxNorm,1970-01-01,2099-12-31,
ASFOTASE ALFA,0,EUPLADR_TO_STANDARD,ASFOTASE ALFA,35603109,RxNorm,1970-01-01,2099-12-31,
TEMOPORFIN,0,EUPLADR_TO_STANDARD,TEMOPORFIN,19011067,RxNorm,1970-01-01,2099-12-31,
PRAMIPEXOLE,0,EUPLADR_TO_STANDARD,PRAMIPEXOLE,720810,RxNorm,1970-01-01,2099-12-31,
EFLORNITHINE,0,EUPLADR_TO_STANDARD,EFLORNITHINE,978236,RxNorm,1970-01-01,2099-12-31,
"GLYCOPYRRONIUM, INDACATEROL",0,EUPLADR_TO_STANDARD,"GLYCOPYRRONIUM, INDACATEROL",40240664,RxNorm,1970-01-01,2099-12-31,
TEMOZOLOMIDE,0,EUPLADR_TO_STANDARD,TEMOZOLOMIDE,1341149,RxNorm,1970-01-01,2099-12-31,
PRASUGREL,0,EUPLADR_TO_STANDARD,PRASUGREL,40163718,RxNorm,1970-01-01,2099-12-31,
COMPLEMENT C1 ESTERASE INHIBITOR,0,EUPLADR_TO_STANDARD,COMPLEMENT C1 ESTERASE INHIBITOR,45892906,RxNorm,1970-01-01,2099-12-31,
GOLIMUMAB,0,EUPLADR_TO_STANDARD,GOLIMUMAB,19041065,RxNorm,1970-01-01,2099-12-31,
ASPARAGINASE,0,EUPLADR_TO_STANDARD,ASPARAGINASE,19012585,RxNorm,1970-01-01,2099-12-31,
EFMOROCTOCOG ALFA,0,EUPLADR_TO_STANDARD,EFMOROCTOCOG ALFA,45776421,RxNorm,1970-01-01,2099-12-31,
TEMSIROLIMUS,0,EUPLADR_TO_STANDARD,TEMSIROLIMUS,19092845,RxNorm,1970-01-01,2099-12-31,
