source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
(ex-vivo) autologous corneal epithelial cells including stem cells,0,EUPLADR_TO_STANDARD,(ex-vivo) autologous corneal epithelial cells including stem cells,0,,1/1/1970,12/31/2099,
13C-UREA,0,EUPLADR_TO_STANDARD,13C-UREA,19054337,RxNorm,1/1/1970,12/31/2099,
A/CALIFORNIA/7/2009 (H1N1)V-LIKE VIRUS,0,EUPLADR_TO_STANDARD,A/CALIFORNIA/7/2009 (H1N1)V-LIKE VIRUS,40225012,RxNorm,1/1/1970,12/31/2099,
A/INDONESIA/05/2005 (H5N1) (PR8-IBCDC-RG2),0,EUPLADR_TO_STANDARD,A/INDONESIA/05/2005 (H5N1) (PR8-IBCDC-RG2),40220901,RxNorm,1/1/1970,12/31/2099,
"A/NEW CALEDONIA/20/99 (H1N1) - LIKE STRAIN (A/NEW CALEDONIA/20/99 REASS. IVR-116), A/WISCONSIN/67/2005 (H3N2) - LIKE STRAIN (A/WISCONSIN/67/2005 REASS. NYMCX-161), B/MALAYSIA/2506/2004 - LIKE STRAIN (B/MALAYSIA/2506/2004)",0,EUPLADR_TO_STANDARD,"A/NEW CALEDONIA/20/99 (H1N1) - LIKE STRAIN (A/NEW CALEDONIA/20/99 REASS. IVR-116), A/WISCONSIN/67/2005 (H3N2) - LIKE STRAIN (A/WISCONSIN/67/2005 REASS. NYMCX-161), B/MALAYSIA/2506/2004 - LIKE STRAIN (B/MALAYSIA/2506/2004)",43258011,RxNorm Extension,1/1/1970,12/31/2099,
A/VIETNAM/1194/2004 (H5N1),0,EUPLADR_TO_STANDARD,A/VIETNAM/1194/2004 (H5N1),40220901,RxNorm,1/1/1970,12/31/2099,
A/VIETNAM/1203/2004 (H5N1),0,EUPLADR_TO_STANDARD,A/VIETNAM/1203/2004 (H5N1),40220901,RxNorm,1/1/1970,12/31/2099,
ABACAVIR,0,EUPLADR_TO_STANDARD,ABACAVIR,1736971,RxNorm,1/1/1970,12/31/2099,
abacavir sulfate / dolutegravir sodium / lamivudine,0,EUPLADR_TO_STANDARD,abacavir sulfate / dolutegravir sodium / lamivudine,1736971,RxNorm,1/1/1970,12/31/2099,
abacavir sulfate / dolutegravir sodium / lamivudine,0,EUPLADR_TO_STANDARD,abacavir sulfate / dolutegravir sodium / lamivudine,1704183,RxNorm,1/1/1970,12/31/2099,
abacavir sulfate / dolutegravir sodium / lamivudine,0,EUPLADR_TO_STANDARD,abacavir sulfate / dolutegravir sodium / lamivudine,43560385,RxNorm,1/1/1970,12/31/2099,
"ABACAVIR, LAMIVUDINE",0,EUPLADR_TO_STANDARD,"ABACAVIR, LAMIVUDINE",1704183,RxNorm,1/1/1970,12/31/2099,
"ABACAVIR, LAMIVUDINE",0,EUPLADR_TO_STANDARD,"ABACAVIR, LAMIVUDINE",1736971,RxNorm,1/1/1970,12/31/2099,
ABATACEPT,0,EUPLADR_TO_STANDARD,ABATACEPT,1186087,RxNorm,1/1/1970,12/31/2099,
ABIRATERONE,0,EUPLADR_TO_STANDARD,ABIRATERONE,40239056,RxNorm,1/1/1970,12/31/2099,
ACLIDINIUM,0,EUPLADR_TO_STANDARD,ACLIDINIUM,42873639,RxNorm,1/1/1970,12/31/2099,
aclidinium / formoterol fumarate dihydrate,0,EUPLADR_TO_STANDARD,aclidinium / formoterol fumarate dihydrate,1196677,RxNorm,1/1/1970,12/31/2099,
aclidinium / formoterol fumarate dihydrate,0,EUPLADR_TO_STANDARD,aclidinium / formoterol fumarate dihydrate,42873639,RxNorm,1/1/1970,12/31/2099,
ADALIMUMAB,0,EUPLADR_TO_STANDARD,ADALIMUMAB,1119119,RxNorm,1/1/1970,12/31/2099,
ADEFOVIR ,0,EUPLADR_TO_STANDARD,ADEFOVIR ,1729323,RxNorm,1/1/1970,12/31/2099,
afamelanotide ,0,EUPLADR_TO_STANDARD,afamelanotide ,0,,1/1/1970,12/31/2099,
Afatinib,0,EUPLADR_TO_STANDARD,Afatinib,43533090,RxNorm,1/1/1970,12/31/2099,
AFLIBERCEPT,0,EUPLADR_TO_STANDARD,AFLIBERCEPT,40244266,RxNorm,1/1/1970,12/31/2099,
AGALSIDASE ALFA,0,EUPLADR_TO_STANDARD,AGALSIDASE ALFA,21014117,RxNorm Extension,1/1/1970,12/31/2099,
AGALSIDASE BETA,0,EUPLADR_TO_STANDARD,AGALSIDASE BETA,1525746,RxNorm,1/1/1970,12/31/2099,
AGOMELATINE,0,EUPLADR_TO_STANDARD,AGOMELATINE,21014017,RxNorm Extension,1/1/1970,12/31/2099,
albiglutide,0,EUPLADR_TO_STANDARD,albiglutide,44816332,RxNorm,1/1/1970,12/31/2099,
Alemtuzumab,0,EUPLADR_TO_STANDARD,Alemtuzumab,1312706,RxNorm,1/1/1970,12/31/2099,
"ALENDRONIC ACID, COLECALCIFEROL",0,EUPLADR_TO_STANDARD,"ALENDRONIC ACID, COLECALCIFEROL",19095164,RxNorm,1/1/1970,12/31/2099,
"ALENDRONIC ACID, COLECALCIFEROL",0,EUPLADR_TO_STANDARD,"ALENDRONIC ACID, COLECALCIFEROL",1557272,RxNorm,1/1/1970,12/31/2099,
ALGLUCOSIDASE ALFA,0,EUPLADR_TO_STANDARD,ALGLUCOSIDASE ALFA,19088328,RxNorm,1/1/1970,12/31/2099,
ALIPOGENE TIPARVOVEC,0,EUPLADR_TO_STANDARD,ALIPOGENE TIPARVOVEC,0,,1/1/1970,12/31/2099,
ALISKIREN,0,EUPLADR_TO_STANDARD,ALISKIREN,1317967,RxNorm,1/1/1970,12/31/2099,
ALITRETINOIN,0,EUPLADR_TO_STANDARD,ALITRETINOIN,941052,RxNorm,1/1/1970,12/31/2099,
alogliptin,0,EUPLADR_TO_STANDARD,alogliptin,43013884,RxNorm,1/1/1970,12/31/2099,
